FID_1,ProjectNo,Dist,AddMPOName,IDENTIFIER,IDENTIFI_1,DESC_,PROJTYPE,ESTIMPRVAS,ROUTEORDER,TYCOUNTYDI,Routeuniqu,BEGINNINGM,ENDINGMILE,TYROUTENAM,EEC_Intersection,ProjectN_1
49,221,3,Barren River ADD,IP20060197,,Improve safety by addressing vertical alignment deficiencies on KY-585 from the intersection with KY-73 to the intersection with Roark Road.,Reconstruction,Modernize Roadway-Rural,1,Simpson,107-KY-0585  -000,0,1.165,Existing,2.178562468,221
124,222,3,Barren River ADD,IP20060199,,Reduce congestion and improve mobility along KY-1008 from US-31W south of Franklin to KY-100 west of Franklin.,Major Widening,Install Two-way Left Turn Lane,1,Simpson,107-KY-1008  -000,0,2.276,Existing,3.135771394,222
159,223,3,Bowling Green MPO,IP20060201,Mar-57,IMPROVE US-31W FROM CAMPBELL LANE (US-231) TO UNIVERSITY BOULEVARD (US-231X). (14CCN)(16CCR)(18CCR),MAJOR WIDENING(O),Major Widening-Urban Streets,1,Warren,114-US-0031  -000,10.561,11.688,Existing,0,0
213,224,3,Bowling Green MPO,IP20060202,3-8904 / 3-8904 / 3-8904.10,WIDEN US 31W FROM PARK AVENUE TO FAIRVIEW AVENUE MP 13.7-14.25. (18CCN),MINOR WIDENING(O),Major Widening-Urban Streets,1,Warren,114-US-0031  -000,14.25,14.669,Existing,0,0
39,225,3,Barren River ADD,IP20070131,3-8855 / 3-8855.01,IMPROVE KY-1008 FROM KY-73 TO NORTH FRANKLIN STREET. (14CCN),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Simpson,107-KY-1008  -000,3.688,4.333,Existing,-49.98530805,225
261,226,3,Barren River ADD,IP20080125,3-320,"IMPROVEMENTS TO KY 100: CURVE, BRIDGE, AND INTERSECTION IMPROVEMENTS FROM NEAR THE STONY POINT ROAD INTERSECTION TO EAST OF THE ALONZO LONG HOLLOW ROAD INTERSECTION (12CCR)(18CCN)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Allen,002-KY-0100  -000,3.1,4.2,Existing,1.183982347,226
326,227,3,Barren River ADD,IP20080127,,Improve safety and mobility on KY 100 at the intersection with Oliver Street.,Spot Improvement,Improve Intersection,1,Allen,002-KY-0100  -000,11.885,11.985,Existing,0.058184741,227
87,228,3,Barren River ADD,IP20080129,,Lane departure safety improvements on KY-79 between the KY-70 crossroads and the Grayson County line.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Butler,016-KY-0079  -000,12.538,24.901,Existing,-5.700194287,228
73,229,3,Barren River ADD,IP20080130,,Improve safety and mobility on KY 259 from north of Kyrock Road to the Grayson County Line.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Edmonson,031-KY-0259  -000,15.672,22.24,Existing,-1.119132676,229
56,230,3,Barren River ADD,IP20080131,,Improve safety at the intersection split of US 68 and KY 80 in Edmonton.,Safety-Haz-Elm,Improve Intersection,1,Metcalfe,085-US-0068  -000,8.77,9.24,Existing,9.097362087,230
27,231,3,Barren River ADD,IP20080135,,Improve safety and sight distance issues on KY 163 from MP 8.98 to MP 9.58.,Reconstruction,Other Improvement Types,1,Metcalfe,085-KY-0163  -000,8.98,9.58,Existing,0.542313383,231
377,232,3,Barren River ADD,IP20080138,,Improve safety along KY-163 at Ned Jackson Road in the Hestand area.,Minor Widening,Modernize Roadway-Rural,1,Monroe,086-KY-0163  -000,2,4.1,Existing,-1.461152194,232
395,233,3,Barren River ADD,IP20080141,Mar-56,IMPROVE US-31W FROM KY-1008 TO KY-621. (14CCN)(16CCR),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Simpson,107-US-0031  -000,8.477,11.937,Existing,0,0
340,234,3,Barren River ADD,IP20110032,,Improve safety and address horizontal geometric deficiencies at the narrow bridge on KY 187.,Reconstruction,Other Improvement Types,1,Edmonson,031-KY-0187  -000,2.15,2.25,Existing,0,234
292,235,3,Barren River ADD,IP20110176,,Improve safety on KY 101 from KY 234 to the Warren County Line.,Safety-Haz-Elm,Other Improvement Types,1,Allen,002-KY-0101  -000,5.862,13.347,Existing,6.939757121,235
309,236,3,Barren River ADD,IP20110177,,Improve safety and mobility issues related to geometric deficiencies on US 68 from Highland Glen Industrial Park to KY 2189.,Reconstruction,Modernize Roadway-Rural,1,Barren,005-US-0068  -000,7.9,9.52,Existing,3.100958301,236
298,237,3,Barren River ADD,IP20110179,,Improve safety and mobility at the intersection of US 68X and KY 103.,Spot Improvement,Improve Intersection,1,Logan,071-US-0068  -000,4.925,4.941,Existing,0,0
245,238,3,Barren River ADD,IP20110179,,Improve safety and mobility at the intersection of US 68X and KY 103.,Spot Improvement,Improve Intersection,2,Logan,071-KY-0103  -000,1.984,1.994,Existing,3.400014459,0
119,239,3,Barren River ADD,IP20110179,,Improve safety and mobility at the intersection of US 68X and KY 103.,Spot Improvement,Improve Intersection,3,Logan,071-KY-0103  -000,1.974,1.984,Existing,3.400014459,0
190,240,3,Barren River ADD,IP20110197,,Improve safety on US 79 at Vicks Branch from MP 2.7 to MP 3.1.,Spot Improvement,Modernize Roadway-Rural,1,Logan,071-US-0079  -000,2.7,3.1,Existing,0,240
358,241,3,Bowling Green MPO,IP20110202,18-Mar,THREE SPRINGS ROAD EXTENSION FROM FLEALAND TO THE NATCHER PARKWAY INCLUDING BRIDGE OVER PARKWAY. (14CCN)(18CCN),MINOR WIDENING(O),Modernize Roadway-Rural,1,Warren,114-KY-0884  -000,7.302,8.622,Existing,5.422613699,241
283,242,3,Bowling Green MPO,IP20110203,,"Improve safety and mobility on US 31W from Old Porter Pike (MP 16.559) to KY 957 (MP 18.085), including the reconstruction of the interchange with KY 446.",Minor Widening,Modernize Roadway-Urban,1,Warren,114-US-0031  -000,16.558,18.085,Existing,0,0
200,243,3,Bowling Green MPO,IP20110204,Mar-53,MINOR WIDENING (2 + 1 CONCEPT) FROM WARREN/SIMPSON COUNTY LINE TO BUCHANON PARK.(14CCN),MINOR WIDENING(O),Modernize & Widen Roadway-Rural,1,Warren,114-US-0031  -000,0,4.258,Existing,0,0
239,244,3,Pennyrile ADD,IP20120050,,Reduce congestion and improve safety and mobility on US-68X from MP 2.192 to 2.402 in Elkton.,Spot Improvement,Improve Intersection,1,Todd,110-US-0068  -000,2.192,2.402,Existing,-0.473319309,0
179,245,3,Bowling Green MPO,IP20120083,Mar-54,MAJOR WIDENING/RECONSTRUCTION OF CEMETERY ROAD (KY-234) FROM FOUNTAIN TRACE TO ROGER PORTER ROAD (MP 7.878 TO MP 9.625).(14CCN)(16CCR),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Warren,114-KY-0234  -000,7.878,9.553,Existing,4.250614775,245
9,246,3,Barren River ADD,IP20140045,,Improve safety and address geometric deficiencies at the intersection of KY 259 and KY 2336.,Spot Improvement,Other Improvement Types,1,Edmonson,031-KY-0259  -000,20.614,20.814,Existing,0.088374124,246
346,247,3,Barren River ADD,IP20140045,,Improve safety and address geometric deficiencies at the intersection of KY 259 and KY 2336.,Spot Improvement,Other Improvement Types,2,Edmonson,031-KY-2336  -000,3.422,3.522,Existing,0.088374124,247
94,248,3,Barren River ADD,IP20140046,,Improve safety and address geometric deficiencies on KY 259 from MP 8.35 to MP 8.65.,Spot Improvement,Modernize Roadway-Rural,1,Edmonson,031-KY-0259  -000,8.35,8.65,Existing,0,248
410,249,3,Barren River ADD,IP20140051,,Improve safety and reduce congestion along US-68 from Rogers Creek Bridge to KY-861.,Reconstruction,Other Improvement Types,1,Metcalfe,085-US-0068  -000,7.26,7.697,Existing,2.519962255,249
390,250,3,Barren River ADD,IP20140058,,Improve safety and address geometric deficiencies in the curve along KY 259 between Kinslow Cemetery Rd and KY 2325 (Silent Grove Church Rd),Spot Improvement,Modernize Roadway-Rural,1,Edmonson,031-KY-0259  -000,6.75,7,Existing,-0.042718217,250
137,251,3,Bowling Green MPO,IP20150072,,Improve safety and mobility at the US 31W intersection with Broadway Avenue.,Reconstruction,Improve Intersection,1,Warren,114-US-0031  -000,12.789,12.834,Existing,0,0
336,252,3,Bowling Green MPO,IP20150072,,Improve safety and mobility at the US 31W intersection with Broadway Avenue.,Reconstruction,Improve Intersection,2,Warren,114-US-0231  -000,2.056,2.066,Existing,0,0
256,253,3,Bowling Green MPO,IP20150072,,Improve safety and mobility at the US 31W intersection with Broadway Avenue.,Reconstruction,Improve Intersection,3,Warren,114-CS-1577  -000,0,0.01,Existing,13.98086347,0
23,254,3,Barren River ADD,IP20150092,,Improve safety and mobility along KY 1297 from the Glasgow Outer Loop near the Louie B Nunn Pkwy overpass to Donnelley Drive.,Major Widening,Modernize Roadway-Rural,1,Barren,005-KY-1297  -000,9.681,11.085,Existing,-0.016973794,254
279,255,3,Barren River ADD,IP20150199,3-7030.10,RECONSTRUCT KY-70/KY-259 FROM 0.36 MILE NORTH GREEN RIVER BRIDGE AT BROWNSVILLE TO 0.42 MILE NORTH OF THE KY-70/KY-259 INTERSECTION.(06CCR)(2004BOPC)(12CCR)(14CCR)(18CCN),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Edmonson,031-KY-0259  -000,11.676,12.096,Existing,11.15044421,255
171,256,3,Barren River ADD,IP20150299,3-8821 / 3-8821.01,"IMPROVE KY-1297 FROM CR-1366 (DONNELLY DRIVE) TO US-31E (ROGER WELLS), AND IMPROVE CR-1366 (DONNELLY DRIVE) FROM KY-1297 TO US-68 IN GLASGOW. (14CCN) (16CCN)",MAJOR WIDENING(O),Install Two-way Left Turn Lane,1,Barren,005-KY-1297  -000,11.085,12.806,Existing,45.25533852,256
5,257,3,Barren River ADD,IP20150365,3-7030 / 3-7030 / 3-7030.50,RECONSTRUCT KY-259 FROM 0.42 MILE NORTH OF THE KY-70 INTERSECTION TO NORTH OF THE KYROCK ELEMENTARY SCHOOL (PRIORITY SECTION).  (2004BOPC),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Edmonson,031-KY-0259  -000,12.096,16.204,Existing,1.777760066,257
106,258,3,Barren River ADD,IP20160001,2-Mar,RECONSTRUCT 1.0 MILE EAST OF BRIDGE OVER BARREN RIVER LAKE TO CORRECT VERTICAL AND HORIZONTAL DEFICIENCIES.(16CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Allen,002-KY-0098  -000,10,10.1,Existing,0,258
175,259,3,Bowling Green MPO,IP20160011,,Reduce congestion and increase mobility on Russellville Road (US 68X) from Old Morgantown Road (US 231X) to University Drive (US 231X/US 68X).,Reconstruction,Improve Intersection,1,Warren,114-US-0068  -000,1.196,1.524,Existing,0,0
66,260,3,Bowling Green MPO,IP20160011,,Reduce congestion and increase mobility on Russellville Road (US 68X) from Old Morgantown Road (US 231X) to University Drive (US 231X/US 68X).,Reconstruction,Improve Intersection,2,Warren,114-US-0068  -000,1.524,1.549,Existing,0,0
342,261,3,Bowling Green MPO,IP20160011,,Reduce congestion and increase mobility on Russellville Road (US 68X) from Old Morgantown Road (US 231X) to University Drive (US 231X/US 68X).,Reconstruction,Improve Intersection,3,Warren,114-US-0231  -000,2.5,2.525,Existing,0,0
235,262,3,Barren River ADD,IP20170034,,Lane departure safety improvements on KY-70 between the KY-79 crossroads and the Edmonson County line.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Butler,016-KY-0070  -000,15.15,29.977,Existing,-3.272773842,262
405,263,3,Barren River ADD,IP20170038,3-8819.20,WIDEN KY 90 TO 2 + 1 ROADWAY FROM ESTES ROAD IN CAVE CITY TO THE GLASGOW OUTER LOOP (US68). (SECTION 2)(2016BOP),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Barren,005-KY-0090  -000,1.4,8.754,Existing,-8.663920166,263
154,264,3,Barren River ADD,IP20170040,,Improve safety at the intersection of KY 79 and KY 103.,Spot Improvement,Improve Intersection,1,Logan,071-KY-0079  -000,9,9.15,Existing,-0.409164807,264
322,265,3,Barren River ADD,IP20170040,,Improve safety at the intersection of KY 79 and KY 103.,Spot Improvement,Improve Intersection,2,Logan,071-KY-0103  -000,10.195,10.27,Existing,-0.409164807,265
83,266,3,Barren River ADD,IP20170095,,Improve mobility on KY 249 from the proposed interchange with LN 9008 to South Lewis Street in Glasgow.,Major Widening,2 Lane to 4 Lane Divided - Urban,1,Barren,005-KY-0249  -000,14.95,16.05,Existing,-7.963565314,266
1,267,3,Bowling Green MPO,IP20180029,3-80051,SAFETY IMPROVEMENTS AND REHABILITATION ON KY-3225. KEEP EXISTING FOOTPRINT BY REPLACING CURBLINE IN SAME LOCATION FROM MP 0 TO MP 1(18CCN),SAFETY(P),Modernize Roadway-Urban,1,Warren,114-KY-3225  -000,0,1,Existing,18.85598562,267
92,268,3,Bowling Green MPO,IP20180055,3-8904.10,WIDEN US 31W FROM PARK AVENUE TO FAIRVIEW AVENUE MP 13.7-14.25. (18CCN),MINOR WIDENING(O),Modernize Roadway-Urban,1,Warren,114-US-0031  -000,13.7,14.25,Existing,0,0
315,269,3,Barren River ADD,IP20180056,3-80003,REPLACE BRIDGE ON KY-100 BETWEEN MP 14.7 AND 14.9. (18CCN),BRIDGE REPLACEMENT(P),Other Improvement Types,1,Monroe,086-KY-0100  -000,14.7,14.9,Existing,-3.651388793,269
50,270,3,Barren River ADD,IP20180057,3-80050,WIDEN US-79 TO 3 LANES FROM TODD COUNTY LINE TO INTERSECTION WITH RUSSELLVILLE BYPASS.(18CCN),MINOR WIDENING(O),Modernize Roadway-Rural,1,Logan,071-US-0079  -000,0,10.713,Existing,-14.83038029,270
383,271,3,Barren River ADD,IP20180094,,Improve safety at the intersection of US-79 and KY-1041.,Spot Improvement,Improve Intersection,1,Logan,071-US-0079  -000,7.3,7.4,Existing,0.609957562,271
332,272,3,Barren River ADD,IP20180094,,Improve safety at the intersection of US-79 and KY-1041.,Spot Improvement,Improve Intersection,2,Logan,071-KY-1041  -000,9.972,10.022,Existing,0.609957562,272
268,273,3,Barren River ADD,IP20180095,,Improve safety at the intersection of US-79 and Joe Montgomery Road.,Spot Improvement,Improve Intersection,1,Logan,071-US-0079  -000,9.588,9.688,Existing,0.543252987,273
185,274,3,Barren River ADD,IP20180095,,Improve safety at the intersection of US-79 and Joe Montgomery Road.,Spot Improvement,Improve Intersection,2,Logan,071-CR-1228  -000,0,0.05,Existing,0.543252987,0
353,275,3,Barren River ADD,IP20190009,,Improve safety and mobility on KY 185 from MP 3 to MP 4.8.,Reconstruction,Construct Road in New Location,1,Butler,016-KY-0185  -000,3,4.8,Existing,-0.209069786,275
206,276,3,Pennyrile ADD,IP20190024,,Improve safety and mobility on KY-181 at the intersection of US-68.,Spot Improvement,Improve Intersection,1,Todd,110-KY-0181  -000,13,13.1,Existing,-2.019644775,276
363,277,3,Pennyrile ADD,IP20190024,,Improve safety and mobility on KY-181 at the intersection of US-68.,Spot Improvement,Improve Intersection,2,Todd,110-US-0068  -000,8.67,8.77,Impacted,-2.019644775,0
165,278,3,Barren River ADD,IP20190027,,Improve safety at the intersection of US 431 and KY 663.,Spot Improvement,Improve Intersection,1,Logan,071-US-0431  -000,4.09,4.19,Existing,0.346402854,278
195,279,3,Barren River ADD,IP20190027,,Improve safety at the intersection of US 431 and KY 663.,Spot Improvement,Improve Intersection,2,Logan,071-KY-0663  -000,0,0.05,Existing,0.346402854,279
100,280,3,Barren River ADD,IP20190037,,Improve safety and mobility at the intersection of KY 1008 and US 31W.,Spot Improvement,Improve Intersection,1,Simpson,107-KY-1008  -000,2.1,2.4,Existing,15.10333237,280
130,281,3,Barren River ADD,IP20190037,,Improve safety and mobility at the intersection of KY 1008 and US 31W.,Spot Improvement,Improve Intersection,2,Simpson,107-US-0031  -000,5.2,5.35,Impacted,0,0
301,282,3,Barren River ADD,IP20190040,,Improve safety on US 231 at the Exit 22 interchange with I 65.,Spot Improvement,Interchange Safety Improvements,1,Warren,114-US-0231  -000,8.97,9.18,Existing,7.122497821,282
112,283,3,Barren River ADD,IP20190040,,Improve safety on US 231 at the Exit 22 interchange with I 65.,Spot Improvement,Interchange Safety Improvements,2,Warren,114-I -0065  -000,22.33,22.43,Impacted,-5.391470698,283
373,284,3,Barren River ADD,IP20190042,,Improve safety and mobility on KY 249 near Trojan Trail from MP 15.47 to MP 15.65.,Spot Improvement,Modernize & Widen Roadway-Rural,1,Barren,005-KY-0249  -000,15.47,15.65,Existing,1.071071479,284
13,285,3,Barren River ADD,IP20190094,,Improve safety and sight distance at the intersection of KY 98 and KY 671.,Spot Improvement,Improve Intersection,1,Allen,002-KY-0098  -000,8.85,8.95,Existing,-0.171177896,285
149,286,3,Barren River ADD,IP20190094,,Improve safety and sight distance at the intersection of KY 98 and KY 671.,Spot Improvement,Improve Intersection,2,Allen,002-KY-0671  -000,4.52,4.57,Existing,-0.171177896,286
297,287,3,Barren River ADD,IP20190095,,Improve safety at the intersection of KY 740 and Tick Ridge Road.,Spot Improvement,Improve Intersection,1,Barren,005-KY-0740  -000,3.14,3.19,Existing,1.5292265,287
45,288,3,Barren River ADD,IP20190098,,Improve safety and mobility on US 68 at the truck stop on W. H. Brown Road.,Spot Improvement,Improve Intersection,1,Logan,071-US-0068  -000,11.35,11.55,Existing,-0.580127909,288
62,289,3,Barren River ADD,IP20190099,,Improve safety and sight distance at the intersection of US 68 and KY 2399.,Spot Improvement,Improve Intersection,1,Metcalfe,085-US-0068  -000,11.45,11.55,Existing,-0.596218552,289
33,290,3,Barren River ADD,IP20190100,,Improve safety and mobility on KY 100 at the narrow bridge over Spring Creek.,Bridge Replacement,Other Improvement Types,1,Monroe,086-KY-0100  -000,1.72,1.77,Existing,0,290
218,291,3,Barren River ADD,IP20190102,,Improve safety and mobility on KY 100 at the narrow bridge over Indian Creek.,Bridge Replacement,Other Improvement Types,1,Monroe,086-KY-0100  -000,4,4.1,Existing,0,291
273,292,3,Barren River ADD,IP20190104,,Improve safety and mobility on KY 100 at the narrow bridge over East Fork Barren River.,Bridge Replacement,Other Improvement Types,1,Monroe,086-KY-0100  -000,13.5,13.6,Existing,0.167314863,292
415,293,3,Barren River ADD,IP20190105,,Improve safety at the intersection of KY 100 and Henry Clay Smith Road.,Spot Improvement,Improve Intersection,1,Simpson,107-KY-0100  -000,17.39,17.49,Existing,1.082421876,293
251,294,3,Barren River ADD,IP20190109,,Reduce congestion and increase mobility on US 31W at the Exit 6 interchange with the Natcher Parkway.,Spot Improvement,Modernize Roadway-Urban,1,Warren,114-US-0031  -000,8.85,9.05,Existing,0,0
143,295,3,Barren River ADD,IP20190109,,Reduce congestion and increase mobility on US 31W at the Exit 6 interchange with the Natcher Parkway.,Spot Improvement,Modernize Roadway-Urban,2,Warren,114-WN-9007  -000,5.6,5.8,Impacted,0,295
327,296,3,Barren River ADD,IP20190110,,Reduce congestion and increase mobility at the US 231 intersection with US 68 and US 68X.,Spot Improvement,Improve Intersection,1,Warren,114-US-0231  -000,13.832,13.882,Existing,110.2933525,296
231,297,3,Barren River ADD,IP20190110,,Reduce congestion and increase mobility at the US 231 intersection with US 68 and US 68X.,Spot Improvement,Improve Intersection,2,Warren,114-US-0068  -000,9.28,9.38,Existing,115.7727169,297
160,298,3,Barren River ADD,IP20190110,,Reduce congestion and increase mobility at the US 231 intersection with US 68 and US 68X.,Spot Improvement,Improve Intersection,3,Warren,114-US-0068  -000,0,0.05,Existing,0,0
74,299,3,Barren River ADD,IP20190111,,Reduce congestion and increase mobility on KY 234 from the Exit 26 interchange with I 65 to KY 880.,Spot Improvement,Improve Intersection,1,Warren,114-KY-0234  -000,10.2,10.8,Existing,10.30674661,299
240,300,3,Barren River ADD,IP20190113,,Planning study to determine best location for new interchange on I 65.,New Interchange,Innovative Interchange,1,Warren,114-I -0065  -000,14.8,19.3,Existing,0,300
40,301,3,Barren River ADD,IP20190148,,Improve safety and mobility at the intersection of KY 101 and KY 743.,Spot Improvement,Improve Intersection,1,Edmonson,031-KY-0101  -000,0.78,0.88,Existing,0.39670883,301
396,302,3,Barren River ADD,IP20190148,,Improve safety and mobility at the intersection of KY 101 and KY 743.,Spot Improvement,Improve Intersection,2,Edmonson,031-KY-0743  -000,5.147,5.197,Impacted,0.39670883,302
246,303,4,Lake Cumberland ADD,IP20050004,4-397.12,"ADDRESS SAFETY, GEOMETRIC DEFICIENCIES AND MAINTENANCE ISSUES ALONG US 68 FROM 1600 FEET WEST OF SOUTH THURLOW RD (MP 9.682) EXTENDING TO THE RUSSELL CREEK BRIDGE (MP 10.775) (3-203.00 STUDY RECOMMENDATION #11)(DESIGN UNDER 4-397)(2016BOP)(18CCN)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Green,044-US-0068  -000,9.682,10.775,Existing,-0.408675776,303
227,304,4,Lincoln Trail ADD,IP20050036,4-8502.20,IMPROVE US 62 FROM JUST EAST OF BEEHIVE CURVE TO KY 224. CONSTRUCTION SEGMENT 2.,MINOR WIDENING(O),Modernize Roadway-Urban,1,Grayson,043-US-0062  -000,24.5,25.5,Existing,-26.04206139,304
293,305,4,Lincoln Trail ADD,IP20050037,,EXTEND WAREHOUSE ROAD TO KY 2154 (LEBANON BYPASS).  ESTIMATED TOTAL LENGTH: 0.8 MILES.,Reconstruction,Local Roadway Improvements,1,Marion,078-CS-1091  -000,0.35,0.37,Existing,0,0
341,306,4,Lincoln Trail ADD,IP20050037,,EXTEND WAREHOUSE ROAD TO KY 2154 (LEBANON BYPASS).  ESTIMATED TOTAL LENGTH: 0.8 MILES.,Reconstruction,Local Roadway Improvements,2,Marion,078-US-0068  -000,9.364,10.387,Impacted,-8.98467665,306
180,307,4,Lincoln Trail ADD,IP20050037,,EXTEND WAREHOUSE ROAD TO KY 2154 (LEBANON BYPASS).  ESTIMATED TOTAL LENGTH: 0.8 MILES.,Reconstruction,Local Roadway Improvements,3,Marion,078-PF-9999  -000,0,0,Proposed,0,0
262,308,4,Elizabethtown-Radcliff MPO,IP20060223,,ADDRESS SAFETY AND GEOMETRIC DEFICIENCIES ALONG KY 1600 FROM KY 361 TO THE ROUNDABOUT AT KY 220 IN RINEYVILLE,Reconstruction,Modernize Roadway-Rural,1,Hardin,047-KY-1600  -000,0,3.316,Existing,7.434686156,308
359,309,4,Lincoln Trail ADD,IP20060229,11-Apr,SPOT IMPROVEMENTS ON KY 84 FROM HODGENVILLE TO I-65. (16CCN)(18CCN)(COMBINED WORK UNDER 4-8909),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Larue,062-KY-0084  -000,0,6.561,Existing,16.90210193,309
88,310,4,Lincoln Trail ADD,IP20060230,11-Apr,SPOT IMPROVEMENTS ON KY 84 FROM HODGENVILLE TO I-65. (16CCN)(18CCN)(COMBINED WORK UNDER 4-8909),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Larue,062-KY-0084  -000,6.561,8.449,Existing,-4.016055346,310
391,311,4,Lincoln Trail ADD,IP20060232,,ADDRESS CONGESTION ALONG US 62 IN BARDSTOWN FROM KY 245 TO KY 605.,Major Widening,Modernize Roadway-Rural,1,Nelson,090-US-0062  -000,15.919,17.234,Existing,43.3406069,311
347,312,4,Lake Cumberland ADD,IP20060236,,"HEARTLAND PARKWAY - UPGRADE US68\KY 55 CORRIDOR FROM KY 1799 (Airport Road) TO MARION C\L. SEE OPTION 2, SEGMENT 5, SECTION F IN 2005 HEARTLAND PARKWAY STUDY.",Minor Widening,Modernize & Widen Roadway-Rural,1,Taylor,109-US-0068  -000,7.404,13.531,Existing,-3.731783426,312
95,313,4,Lincoln Trail ADD,IP20060240,,ADDRESS SAFETY AND GEOMETRIC DEFICIENCIES ALONG KY 528 FROM US 150 (SPRINGFIELD BYPASS) TO KY 438.,Reconstruction,Modernize Roadway-Rural,1,Washington,115-KY-0528  -000,3.117,7.144,Existing,-6.956742757,313
138,314,4,Lincoln Trail ADD,IP20070151,1-Apr,RECONSTRUCTION STUDY ON KY 86 FROM MP 15.957 TO MP 26.137 IN BRECKINRIDGE COUNTY & FROM MP 0.000 TO MP 16.145 IN HARDIN COUNTY. (16CCN),SAFETY(P),Modernize Roadway-Rural,1,Breckinridge,014-KY-0086  -000,15.957,18.712,Existing,0.659818744,314
18,315,4,Elizabethtown-Radcliff MPO,IP20070167,4-442,"IMPROVE SAFETY, MOBILITY AND GEOMETRICS ON US-62 FROM I-65 TO UPPER COLESBURG ROAD (CR-1038)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Hardin,047-US-0062  -000,20.104,23.351,Existing,-24.78742785,315
310,316,4,Elizabethtown-Radcliff MPO,IP20070169,,SAFETY IMPROVEMENTS ALONG KY 144 IN RADCLIFF FROM KY 1646 TO US 31W INCLUDING RECONSTRUCTING THE INTERSECTIONS AT WOODLAND DRIVE AND AT KY 1646.,Safety-Haz-Elm,Improve Intersection,1,Hardin,047-KY-0144  -000,3.835,4.85,Existing,7.340696928,316
57,317,4,Elizabethtown-Radcliff MPO,IP20070175,,EXTENSION OF NEW GLENDALE ROAD FROM US 31W TO COMMERCE DRIVE IN ELIZABETHTOWN.,New Route,Construct Road in New Location,1,Hardin,047-KY-1136  -000,10.653,10.655,Existing,4.198657002,0
191,318,4,Elizabethtown-Radcliff MPO,IP20070175,,EXTENSION OF NEW GLENDALE ROAD FROM US 31W TO COMMERCE DRIVE IN ELIZABETHTOWN.,New Route,Construct Road in New Location,2,Hardin,047-US-0031  -000,15.769,16.702,Impacted,0,0
120,319,4,Elizabethtown-Radcliff MPO,IP20070175,,EXTENSION OF NEW GLENDALE ROAD FROM US 31W TO COMMERCE DRIVE IN ELIZABETHTOWN.,New Route,Construct Road in New Location,3,Hardin,047-US-0062  -000,17.965,19.856,Impacted,-27.88542594,319
378,320,4,Elizabethtown-Radcliff MPO,IP20070175,,EXTENSION OF NEW GLENDALE ROAD FROM US 31W TO COMMERCE DRIVE IN ELIZABETHTOWN.,New Route,Construct Road in New Location,4,Hardin,047-PF-9999  -000,0,0,Proposed,0,0
125,321,4,Barren River ADD,IP20070181,,IMPROVE CONNECTIVITY BETWEEN KY 88 AND US 31W AND I-65 TO IMPROVE SAFETY ON US 31W AND KY 88 IN MUNFORDVILLE.,New Route,Construct Road in New Location,1,Hart,050-PF-9999  -000,0,0,Proposed,0,0
284,322,4,Barren River ADD,IP20070181,,IMPROVE CONNECTIVITY BETWEEN KY 88 AND US 31W AND I-65 TO IMPROVE SAFETY ON US 31W AND KY 88 IN MUNFORDVILLE.,New Route,Construct Road in New Location,2,Hart,050-US-0031  -000,10.645,12.3,Existing,0,0
28,323,4,Barren River ADD,IP20070181,,IMPROVE CONNECTIVITY BETWEEN KY 88 AND US 31W AND I-65 TO IMPROVE SAFETY ON US 31W AND KY 88 IN MUNFORDVILLE.,New Route,Construct Road in New Location,3,Hart,050-KY-0088  -000,16.5,17.807,Impacted,1.463411103,323
201,324,4,Barren River ADD,IP20070182,,WIDEN TO 3 LANES FROM GUTHRIE STREET IN HORSE CAVE TO SOUTH OF CAVERNA HIGH SCHOOL. EXCLUDES HES PROJECT.,Minor Widening,Install Two-way Left Turn Lane,1,Hart,050-US-0031  -000,0.05,2.875,Existing,0,0
15,325,4,Barren River ADD,IP20070185,,"ADDRESS SAFETY, GEOMETRIC DEFICIENCIES AND MAINTENANCE ISSUES ALONG KY 1140 FROM US 31W NORTH OF MUNFORDVILLE TO MT. VERNON/ROCKY HILL RD.",Reconstruction,Modernize Roadway-Rural,1,Hart,050-KY-1140  -000,0,4.044,Existing,-1.261623397,325
375,326,4,Lincoln Trail ADD,IP20070186,,ADDRESS SAFETY AND GEOMETRIC DEFICIENCIES ALONG US 31E FROM HODGENVILLE SQUARE TO THE NORTHERN INTERSECTION OF KY 470 AT WHITE CITY,Reconstruction,Modernize Roadway-Rural,1,Larue,062-US-0031  -000,10.093,14.78,Existing,0,0
