FID_1,ProjectNo,Dist,AddMPOName,IDENTIFIER,IDENTIFI_1,DESC_,PROJTYPE,ESTIMPRVAS,ROUTEORDER,TYCOUNTYDI,Routeuniqu,BEGINNINGM,ENDINGMILE,TYROUTENAM,EEC_Intersection,ProjectN_1
547,818,9,Gateway ADD,IP20190121,,"KY 801 Planning Study to determine purpose and need for any improvements needed to adequately serve industry and school traffic. Scope will include evaluating feasibility and potential benefit of extending, by new route, KY 801 from the KY 158 intersecti",Transportation Study,Transportation Studies,1,Rowan,103-KY-0801  -000,14.2,17.011,Existing,-6.719714964,818
766,819,9,Gateway ADD,IP20190121,,"KY 801 Planning Study to determine purpose and need for any improvements needed to adequately serve industry and school traffic. Scope will include evaluating feasibility and potential benefit of extending, by new route, KY 801 from the KY 158 intersecti",Transportation Study,Transportation Studies,2,Fleming,035-PF-9999  -000,0,0,Proposed,0,0
477,820,9,Gateway ADD,IP20190121,,"KY 801 Planning Study to determine purpose and need for any improvements needed to adequately serve industry and school traffic. Scope will include evaluating feasibility and potential benefit of extending, by new route, KY 801 from the KY 158 intersecti",Transportation Study,Transportation Studies,3,Fleming,035-PF-9999  -000,0,0,Proposed,0,0
625,821,9,Gateway ADD,IP20190121,,"KY 801 Planning Study to determine purpose and need for any improvements needed to adequately serve industry and school traffic. Scope will include evaluating feasibility and potential benefit of extending, by new route, KY 801 from the KY 158 intersecti",Transportation Study,Transportation Studies,4,Rowan,103-PF-9999  -000,0,0,Proposed,0,0
492,822,9,Gateway ADD,IP20190176,,Geometrically improve roadway at Elk Lick Curve on KY 36 (at Swartz Mowing maintenance facility).,Spot Improvement,Local Roadway Improvements,1,Bath,006-KY-0036  -000,18.6,18.9,Existing,0.069181815,822
541,823,10,Gateway ADD,IP20000075,,Complete spot improvement to modernize the roadway on KY 713 in the Fagan area from approximately Milepoint 6.6 to approximately Milepoint 7.25.,Spot Improvement,Modernize Roadway-Rural,1,Menifee,083-KY-0713  -000,6.6,7.25,Existing,-0.01307529,823
683,824,10,Big Sandy ADD,IP20040032,,RECONSTRUCT FROM WILL BAILEY BRANCH ROAD TO KY 1090.,Reconstruction,Modernize Roadway-Rural,1,Magoffin,077-KY-0007  -000,22.5,23.8,Existing,-3.032625883,824
459,825,10,Big Sandy ADD,IP20050021,1-Oct,IMPROVE US-460 IN MAGOFFIN COUNTY AT IVY POINT HILL WEST OF SALYERSVILLE. (16CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Magoffin,077-US-0460  -000,10,10.7,Existing,-0.495196147,825
787,826,10,Kentucky River ADD,IP20060260,10-375,IMPROVE KY-205 FROM NORTH OF KY-1812 TO SOUTH OF PEGGS FORK RD.,MINOR WIDENING(O),Modernize Roadway-Rural,1,Breathitt,013-KY-0205  -000,7.804,9.954,Existing,-0.625469136,826
723,827,10,Gateway ADD,IP20060263,,"Improve safety, correct geometrics, and enhance regional connectivity on US 460 from the intersection of KY 713 to Rothwell (MP 4.8).",Reconstruction,Modernize Roadway-Rural,1,Menifee,083-US-0460  -000,0.101,4.8,Existing,-3.090477989,827
440,828,10,Gateway ADD,IP20060266,,Enhance the operational efficiency and improve congestion on US 460 from the intersection of KY 2498 to the intersection of Court Street in West Liberty.,Reconstruction,Major Widening-Urban Streets,1,Morgan,088-US-0460  -000,16.95,17.454,Existing,-28.15028708,828
688,829,10,Bluegrass ADD,IP20080566,10-205,"IMPROVE LEVEL OF SERVICE, SAFETY, AND CONNECTIVITY ON KY-82 FROM KY-89 IN ESTILL CO. TO NEW CONSTRUCTION LOCATED NORTH OF HUDSON MILL ROAD IN ESTILL COUNTY.",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Estill,033-KY-0082  -000,0,4.1,Existing,-8.932860085,829
898,830,10,Bluegrass ADD,IP20080572,10-206,IMPROVE SAFETY ON KY-2459 (CARHARTT AVE.) FROM  KY-89 TO THE RAILROAD BRIDGE.(18CCR),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Estill,033-KY-2459  -000,0,0.373,Existing,-6.29275602,830
928,831,10,Bluegrass ADD,IP20080581,,IMPROVE LEVEL OF SERVICE FROM BROWN ST. TO STONEGATE DR. IN STANTON.,Reconstruction,Modernize Roadway-Urban,1,Powell,099-KY-0011  -000,14,16.7,Existing,-6.079624417,831
865,832,10,Bluegrass ADD,IP20080587,10-210,IMPROVE SAFETY AND LEVEL OF SERVICE ON KY-213 IN POWELL COUNTY FROM SONS ROAD TO REED COURT.,SAFETY-HAZARD ELIM(P),Install Two-way Left Turn Lane,1,Powell,099-KY-0213  -000,6.371,6.897,Existing,-0.19665841,832
892,833,10,Kentucky River ADD,IP20110007,,Improve safety and substandard geometrics for KY 30 in Breathitt County across Shoulderblade Hill.?á    To improve roadway geometrics to enhance safety and local mobility between Jackson and Booneville and regional connectivity between the Hal Rogers Par,Reconstruction,Modernize Roadway-Rural,1,Breathitt,013-KY-0030  -000,7.481,8.876,Existing,-0.307038903,833
868,834,10,Kentucky River ADD,IP20110010,,Curve revision on KY 52 at Horseshoe Bend ending 0.297 miles West of Hawes Rd.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Lee,065-KY-0052  -000,18.7,19.5,Existing,-0.056058878,834
862,835,10,Kentucky River ADD,IP20110013,,Reconstruct the intersection of KY 11 and KY 846.,Safety-Haz-Elm,Improve Intersection,1,Owsley,095-KY-0011  -000,3.8,4.2,Existing,-0.108097804,835
916,836,10,Kentucky River ADD,IP20110133,,New and better access to Wendell Ford Airport,New Route,Construct Road in New Location,1,Perry,097-CR-1365  -000,0,1,Existing,-0.249116851,0
926,837,10,Kentucky River ADD,IP20110133,,New and better access to Wendell Ford Airport,New Route,Construct Road in New Location,2,Perry,097-PF-9999  -000,0,0,Proposed,0,0
952,838,10,Kentucky River ADD,IP20120019,10-366,RECONSTRUCTION OF KY 11 IN OWSLEY COUNTY BEGINNING AT THE CLAY COUNTY LINE AND EXTENDING 1 MILE NORTH ALONG KY 11 (MP 0 TO MP 1.0). (2014BOP),RECONSTRUCTION(O),Construct Road in New Location,1,Owsley,095-KY-0011  -000,0,1,Existing,-0.005796007,838
889,839,10,Bluegrass ADD,IP20120046,,Correct flooding issues on KY 613 at Bowen from KY 11 to Bridge over Red River in Powell County.,Spot Improvement,Other Improvement Types,1,Powell,099-KY-0613  -000,0,0.363,Existing,-0.27519539,839
960,840,10,Gateway ADD,IP20150208,4-Oct,IMPROVE KY-2498 FROM US-460 TO THE ARH HOSPITAL. (14CCN)(16CCN),RECONSTRUCTION(O),Construct Road in New Location,1,Morgan,088-KY-2498  -000,7.2,7.719,Existing,-8.338608819,840
918,841,10,Kentucky River ADD,IP20150243,10-292.10 / 10-292.12,"I-75 TO MOUNTAIN PARKWAY; RECONSTRUCT KY-11 FROM KY-30 AT LEVI IN OWSLEY COUNTY TO THE LEE COUNTY LINE. (SEE 10-292.10 FOR D,R,U PHASES)(2016BOP)",RECONSTRUCTION(O),Modernize & Widen Roadway-Rural,1,Owsley,095-KY-0011  -000,14.343,17.494,Existing,0.116895505,841
857,842,10,Kentucky River ADD,IP20150243,10-292.10 / 10-292.12,"I-75 TO MOUNTAIN PARKWAY; RECONSTRUCT KY-11 FROM KY-30 AT LEVI IN OWSLEY COUNTY TO THE LEE COUNTY LINE. (SEE 10-292.10 FOR D,R,U PHASES)(2016BOP)",RECONSTRUCTION(O),Modernize & Widen Roadway-Rural,2,Owsley,095-PF-9999  -000,0,0,Proposed,0,0
879,843,10,Kentucky River ADD,IP20150243,10-292.10 / 10-292.12,"I-75 TO MOUNTAIN PARKWAY; RECONSTRUCT KY-11 FROM KY-30 AT LEVI IN OWSLEY COUNTY TO THE LEE COUNTY LINE. (SEE 10-292.10 FOR D,R,U PHASES)(2016BOP)",RECONSTRUCTION(O),Modernize & Widen Roadway-Rural,3,Lee,065-PF-9999  -000,0,0,Proposed,0,0
910,844,10,Kentucky River ADD,IP20150359,,I-75 TO MOUNTAIN PARKWAY; RECONSTRUCT KY-11 FROM 0.5 MILE SOUTH OF KY-587 TO 0.65 MILE NORTH OF KY-52 IN BEATTYVILLE AND CONSTRUCT BRIDGE OVER KENTUCKY RIVER.,Reconstruction,Modernize Roadway-Rural,1,Lee,065-KY-0011  -000,1.082,4.798,Existing,-3.162924852,844
965,845,10,Kentucky River ADD,IP20150364,2-Oct,HILL AND CURVE CORRECTION ON KY-191 BETWEEN HAZEL GREEN AND KY-205. (02CCN)(08CCR)(10CCR),SAFETY(P),Maintenance Improvement,1,Wolfe,119-KY-0191  -000,10.256,14.298,Existing,1.463132725,845
948,846,10,Big Sandy ADD,IP20150392,10-169,MOUNTAIN PARKWAY CORRIDOR: EXTEND THE FOUR LANE MOUNTAIN PARKWAY FROM US 460 TO THE MAGOFFIN/FLOYD COUNTY LINE. (SEE 12-1.01 FOR PE & ENV)(14CCR)(16CCR),MAJOR WIDENING(O),2 Lane to 4 Lane Divided - Rural,1,Magoffin,077-KY-0114  -000,0,5.026,Existing,-10.79241344,846
877,847,10,Kentucky River ADD,IP20150439,,RECONSTRUCTION OF KY 15 FROM BONNYMAN TO NEAR KY 28. (14CCN),Reconstruction,Modernize Roadway-Rural,1,Perry,097-KY-0015  -000,16.9,21.2,Existing,-24.64662196,847
846,848,10,Kentucky River ADD,IP20150475,,Install curb and gutter with sidewalks along KY 15 from KY 15S/KY 191 to Campton Square Apartments.,Minor Widening,Modernize Roadway-Urban,1,Wolfe,119-KY-0015  -000,9.515,10.03,Existing,0.37518271,848
847,849,10,Kentucky River ADD,IP20160010,,Minor widening and reconstruction along KY 399 in Lee County.  This project also includes a section that is a reoccurring maintenance issue.,Reconstruction,Modernize Roadway-Rural,1,Lee,065-KY-0399  -000,5.75,6.2,Existing,0,849
842,850,10,Bluegrass ADD,IP20160285,10-207,IMPROVE GEOMETRICS ON KY-89 IN ESTILL COUNTY FROM KY-1886 TO THE ESTILL/CLARK COUNTY LINE.,MAJOR WIDENING(O),Modernize Roadway-Rural,1,Estill,033-KY-0089  -000,19.806,22.428,Existing,0.243424433,850
933,851,10,Kentucky River ADD,IP20160286,10-376,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812.,MAJOR WIDENING(O),Install Two-way Left Turn Lane,1,Breathitt,013-KY-0015  -000,16.75,17.9,Existing,-2.344338473,851
852,852,10,Kentucky River ADD,IP20180020,,Reconstruction of KY 191 & KY 1812 intersection,Spot Improvement,Realign Intersection,1,Wolfe,119-KY-0191  -000,4.765,4.965,Existing,-0.290171718,852
830,853,10,Kentucky River ADD,IP20180021,10-209,IMPROVE KY-476 FROM KY-15X IN WALKERTOWN TO NORTH OF WALKER CORNETT ROAD IN WABACO.,RECONSTRUCTION(O),Modernize Roadway-Rural,1,Perry,097-KY-0476  -000,0,0.9,Existing,-36.10223843,853
896,854,10,Gateway ADD,IP20190035,,Create a NEW Eastern ByPass of West Liberty.,Bypass,Construct Road in New Location,1,Morgan,088-US-0460  -000,16.95,18.6,Existing,-50.96911726,854
945,855,10,Bluegrass ADD,IP20190103,10-163.20,"IMPROVE SAFETY, UPGRADE GEOMETRICS, AND ADDRESS CAPACITY ISSUES FOR KY 213 FROM KY 615 TO BOTTOM OF MOUNTAIN. (PRIORITY SECTION 2)(2018BOP)",SAFETY(P),Modernize & Widen Roadway-Rural,1,Powell,099-KY-0213  -000,9.3,11.2,Existing,-2.228158719,855
835,856,10,Big Sandy ADD,IP20190122,,Modernize roadway to include better drainage and proper bike/ped facilities.,Minor Widening,Modernize Roadway-Urban,1,Magoffin,077-KY-0040  -000,0,0.7,Existing,-12.09938832,856
884,857,11,Cumberland Valley ADD,IP20060286,,Correct substandard roadway geometrics and address condition and safety issues on US 421 from US 119 to KY 221,Reconstruction,Modernize Roadway-Rural,1,Harlan,048-US-0421  -000,17.107,24.203,Existing,1.625171093,857
904,858,11,Cumberland Valley ADD,IP20060291,,"Address congestion, access management, and safety issues on US 25 North from Hal Rogers Parkway near KY State Police Post to KY 490.",Congestion Management,Modernize Roadway-Rural,1,Laurel,063-US-0025  -000,13.556,16.7,Existing,-50.65359562,858
955,859,11,Cumberland Valley ADD,IP20080590,,"Address safety, capacity, surface condition, and access issues from KY 3560 (Fox Hollow Road) to KY-11 at Treadway (Laurel Creek)",Reconstruction,Modernize Roadway-Rural,1,Clay,026-US-0421  -000,20.213,24.016,Existing,-0.632771382,859
914,860,11,Cumberland Valley ADD,IP20080592,,"Address horizontal alignment, safety, surface condition, and capacity issues on US-421 from KY-11 at Treadway (Laurel Creek) to the Clay County/Jackson County Line.",Reconstruction,Modernize Roadway-Rural,1,Clay,026-US-0421  -000,24.016,32.824,Existing,-8.894593447,860
963,861,11,Cumberland Valley ADD,IP20080597,,Correct substandard roadway geometrics and address safety issues from US-421 to Oneida.,Reconstruction,Modernize Roadway-Rural,1,Clay,026-KY-0011  -000,8.891,19.591,Existing,-1.651102836,861
959,862,11,Cumberland Valley ADD,IP20080605,,Address substandard horizontal and vertical alignment of US 421 in the Clover Bottom Area near the stone quarry.,Reconstruction,Modernize Roadway-Rural,1,Jackson,055-US-0421  -000,26.5,27,Existing,-0.247999795,862
833,863,11,Cumberland Valley ADD,IP20080608,,Correct substandard roadway geometrics and address safety issues from north of Girdler to Mills Cemetery.  (Part of 1999 KY 11 Corridor Feasibility Study.),Reconstruction,Modernize Roadway-Rural,1,Knox,061-KY-0011  -000,16.293,18.293,Existing,-1.04376953,863
958,864,11,Cumberland Valley ADD,IP20080609,,Correct substandard roadway geometrics & address safety issues from Mills Cemetery to Knox County/Clay County Line. (Addressed in 1999 KY 11 Corridor Feasibility Study.),Reconstruction,Modernize Roadway-Rural,1,Knox,061-KY-0011  -000,18.293,22.694,Existing,-0.058277963,864
882,865,11,Cumberland Valley ADD,IP20080614,,Address access and safety issues along KY-229 from Levi Jackson State Park Entrance to Conley Road.,Reconstruction,Modernize Roadway-Rural,1,Laurel,063-KY-0229  -000,8.837,9.85,Existing,-9.164329638,865
947,866,11,Cumberland Valley ADD,IP20080616,,Address horizontal alignment issues on KY 363 from KY 3429 (Philpot Road) to the roundabout at KY 1006 with a study on adding an on/off ramp to I-75 from KY 363.,Reconstruction,Modernize Roadway-Rural,1,Laurel,063-KY-0363  -000,8.2,9.205,Existing,8.203798997,866
876,867,11,Kentucky River ADD,IP20080618,,"Correct poor pavement, substandard  curves, and inadequate lanes and shoulders in order to improve connectibility, mobility, and safety on US 421 from Trace Branch/Warbranch Road to Mozelle.",Relocation,Modernize Roadway-Rural,1,Leslie,066-US-0421  -000,4.588,7.195,Existing,-0.612599334,867
931,868,11,Cumberland Valley ADD,IP20080623,,Address safety and surface condition issues on KY 727 (West 5th Street) from Poplar Street to West 4th Street in Corbin.,Reconstruction,Modernize Roadway-Rural,1,Whitley,118-KY-0727  -000,3.7,4.48,Existing,-4.484151438,868
837,869,11,Cumberland Valley ADD,IP20110173,,Address congestion/capacity issues on US-119 near Clear Glass Road and Conley Loop.,Minor Widening,Modernize Roadway-Rural,1,Harlan,048-US-0119  -000,10.66,10.79,Existing,0,869
941,870,11,Kentucky River ADD,IP20110205,,Reconstruct US 421 from the Leslie/Harlan County Line to MP 2.00.,Reconstruction,Modernize Roadway-Rural,1,Leslie,066-US-0421  -000,0,2,Existing,0.901273031,870
937,871,11,Cumberland Valley ADD,IP20130061,,Address congestion and safety issues on US 421 near its intersection with KY 587 by Jackson County Board of Education and Middle School.,Congestion Management,Improve Intersection,1,Jackson,055-US-0421  -000,10.5,11.1,Existing,-2.797663262,871
921,872,11,Cumberland Valley ADD,IP20130063,,"Address realignment, safety, and congestion of Meyers-Baker Road from KY 1006 (5th Street) to KY 363 (Whitley Street).  Address horizontal alignment and sight-distance issues of the intersection of Meyers-Baker Road with KY 363.",Reconstruction,Modernize Roadway-Rural,1,Laurel,063-CS-1156  -000,0,0.636,Existing,5.88056418,872
863,873,11,Cumberland Valley ADD,IP20130064,,Address safety concerns at the intersection of KY 727 and KY 1259 in Scuffletown,Safety-Haz-Elm,Improve Intersection,1,Whitley,118-KY-0727  -000,2.4,2.5,Existing,1.307973365,873
856,874,11,Cumberland Valley ADD,IP20130078,,"Improve safety and address geometric deficiencies, as well as flood mitigation on KY 1487 from north of Minton Rd (CS-1044) in Barbourville to near US 25E.",Reconstruction,Modernize Roadway-Rural,1,Knox,061-KY-1487  -000,0.687,1.107,Existing,-0.235582251,874
909,875,11,Cumberland Valley ADD,IP20130079,,Reconstruction of US 25W from Town Hill to Cordell Rd to improve safety and address geometric deficiencies.,Reconstruction,Construct Road in New Location,1,Whitley,118-US-0025  -000,13.335,14.635,Existing,0,0
844,876,11,Cumberland Valley ADD,IP20150020,,Address safety and horizontal alignment of the curve on US-421 with its intersection at KY-3443,Safety-Haz-Elm,Modernize Roadway-Rural,1,Jackson,055-US-0421  -000,1.5,1.8,Existing,1.786409013,876
850,877,11,Cumberland Valley ADD,IP20150022,,"Address safety concerns and horizontal alignment with curve just passed Brush Arbor Road, as well as adding sidewalks to roadway",Reconstruction,Modernize Roadway-Rural,1,Whitley,118-KY-0296  -000,0,0.824,Existing,-3.299815719,877
927,878,11,Cumberland Valley ADD,IP20150063,,"Address access, safety, sidewalk improvements on KY 1223 from KY 3431 (American Greeting Card Road) to North Stewart Road",Minor Widening,Modernize Roadway-Rural,1,Laurel,063-KY-1223  -000,1.139,1.666,Existing,7.058641527,878
891,879,11,Cumberland Valley ADD,IP20150097,,Address congestion on Add Hollow Road onto US 421 by redirecting onto KY 80.,New Route,Construct Road in New Location,1,Clay,026-US-0421  -000,15.5,17,Existing,8.652458928,879
902,880,11,Cumberland Valley ADD,IP20150098,,"Address safety issues with vertical & horizontal alignment on US-421 from milepoint 11.600, east of Pilgrims Rest Rd (CR-1007),  to 12.600,  west of Ranger Station Rd (FD-289).",Reconstruction,Modernize Roadway-Rural,1,Jackson,055-US-0421  -000,11.6,12.6,Existing,-0.550275337,880
954,881,11,Cumberland Valley ADD,IP20150107,,Address safety issues with vertical curve alignment at the intersection of US-25W with Hightop Road,Safety-Haz-Elm,Improve Intersection,1,Whitley,118-US-0025  -000,27.2,27.4,Existing,0,0
871,882,11,Cumberland Valley ADD,IP20150207,11-147 / 11-147.01,REDUCE CONGESTION ON US-25 FROM KY-1006 TO KY-2069; IMPROVE CONNECTIVITY FROM US-25 NEAR KY-2069 TO KY-229; IMPROVE KY-229 FROM THE NEW CONNECTOR NORTH TO KY-192; AND IMPROVE ACCESS TO THE SCHOOL FROM KY-192 BYPASS. (06CCR)(10CCR)(12CCR)(14CCR),MAJOR WIDENING(O),Arterial to Partial Control,1,Laurel,063-US-0025  -000,9,10.505,Existing,56.07349451,882
907,883,11,Cumberland Valley ADD,IP20150361,11-269 / 11-269.10,HARLAN-VIRGINIA STATE LINE; RESCOPE US-421 FROM BARN BRANCH TO VIRGINIA STATE LINE.(08CCR)(10CCR)(16CCR),MAJOR WIDENING(O),Construct Road in New Location,1,Harlan,048-US-0421  -000,0,3.832,Existing,-0.158802211,883
873,884,11,Cumberland Valley ADD,IP20160043,7-Nov,UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS: EASTERN APPROACH TO THE ROCKCASTLE RIVER BRIDGE TO I-75 (SEGMENT 4) (16CCN),RECONSTRUCTION(O),Arterial to Full Control,1,Laurel,063-US-0025  -000,12.119,13.621,Existing,-89.44134073,884
840,885,11,Cumberland Valley ADD,IP20160043,7-Nov,UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS: EASTERN APPROACH TO THE ROCKCASTLE RIVER BRIDGE TO I-75 (SEGMENT 4) (16CCN),RECONSTRUCTION(O),Arterial to Full Control,2,Laurel,063-KY-0080  -000,0,11.211,Existing,8.153969402,885
